q0 (),q1,q2,q3
2.647146845220122446e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.643267785343366816e-01
2.638730499654205475e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.645574184577850874e-01
2.630312144580225220e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.647873238287999476e-01
2.621891786409125125e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.650164944722984250e-01
2.613469431553374078e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.652449302137571241e-01
2.605045086426962531e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.654726308792120903e-01
2.596618757445394721e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.656995962952595880e-01
2.588190451025687566e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.659258262890554336e-01
2.579760173586362892e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.661513206883156624e-01
2.571327931547443546e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.663760793213165279e-01
2.562893731330448399e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.666001020168945024e-01
2.554457579358387909e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.668233886044466097e-01
2.546019482055759675e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.670459389139304252e-01
2.537579445848540116e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.672677527758640759e-01
2.529137477164185577e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.674888300213267955e-01
2.520693582431621782e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.677091704819585916e-01
2.512247768081241617e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.679287739899605780e-01
2.503800040544900685e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.681476403780951978e-01
2.495350406255910647e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.683657694796861115e-01
2.486898871649035614e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.685831611286186416e-01
2.478445443160487149e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.687998151593394391e-01
2.469990127227918164e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.690157314068570393e-01
2.461532930290420140e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.692309097067419721e-01
2.453073858788516193e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.694453498951264292e-01
2.444612919164157183e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.696590518087050414e-01
2.436150117860716724e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.698720152847344345e-01
2.427685461322986460e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.700842401610336729e-01
2.419218955997170240e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.702957262759841495e-01
2.410750608330880229e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.705064734685302508e-01
2.402280424773131362e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.707164815781785805e-01
2.393808411774337452e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.709257504449988474e-01
2.385334575786304256e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.711342799096238654e-01
2.376858923262226975e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.713420698132493314e-01
2.368381460656683590e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.715491199976340475e-01
2.359902194425630706e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.717554303051004760e-01
2.351421131026398270e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.719610005785341844e-01
2.342938276917684859e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.721658306613846223e-01
2.334453638559553512e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.723699203976645666e-01
2.325967222413424518e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.725732696319510096e-01
2.317479034942073746e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.727758782093846035e-01
2.308989082609624877e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.729777459756701052e-01
2.300497371881546071e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.731788727770763758e-01
2.292003909224644143e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.733792584604366027e-01
2.283508701107060390e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.735789028731485217e-01
2.275011753998265884e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.737778058631739730e-01
2.266513074369054803e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.739759672790399003e-01
2.258012668691541935e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.741733869698376846e-01
2.249510543439155463e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.743700647852235885e-01
2.241006705086634188e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.745660005754189781e-01
2.232501160110020588e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.747611941912102118e-01
2.223993914986656939e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.749556454839487518e-01
2.215484976195181144e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.751493543055517188e-01
2.206974350215519520e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.753423205085012260e-01
2.198462043528884580e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.755345439458451562e-01
2.189948062617767810e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.757260244711969399e-01
2.181432413965936068e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.759167619387359993e-01
2.172915104058426305e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.761067562032073042e-01
2.164396139381540574e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.762960071199220380e-01
2.155875526422841026e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.764845145447573760e-01
2.147353271671145203e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.766722783341565961e-01
2.138829381616520475e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.768592983451296341e-01
2.130303862750280164e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.770455744352524174e-01
2.121776721564977708e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.772311064626676425e-01
2.113247964554402225e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.774158942860847743e-01
2.104717598213572960e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.775999377647796029e-01
2.096185629038734843e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.777832367585951312e-01
2.087652063527354052e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.779657911279411309e-01
2.079116908178111622e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.781476007337945866e-01
2.070580169490899569e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.783286654376995850e-01
2.062041853966815885e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.785089851017674256e-01
2.053501968108158993e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.786885595886768430e-01
2.044960518418424134e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.788673887616741176e-01
2.036417511402296154e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.790454724845729650e-01
2.027872953565646730e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.792228106217549799e-01
2.019326851415528534e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.793994030381693028e-01
2.010779211460169968e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.795752495993332865e-01
2.002230040208970441e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.797503501713320517e-01
1.993679344172496204e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.799247046208189316e-01
1.985127129862473971e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.800983128150153600e-01
1.976573403791787309e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.802711746217112054e-01
1.968018172474470251e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.804432899092646592e-01
1.959461442425703692e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.806146585466024579e-01
1.950903220161810114e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.807852804032199945e-01
1.942343512200248035e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.809551553491810960e-01
1.933782325059607010e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.811242832551188009e-01
1.925219665259603752e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.812926639922348038e-01
1.916655539321076296e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.814602974322997886e-01
1.908089953765978730e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.816271834476536506e-01
1.899522915117377586e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.817933219112053855e-01
1.890954429899444900e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.819587126964334223e-01
1.882384504637455158e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.821233556773854012e-01
1.873813145857779472e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.822872507286785071e-01
1.865240360087880023e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.824503977254995801e-01
1.856666153856306456e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.826127965436051159e-01
1.848090533692689497e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.827744470593212656e-01
1.839513506127737341e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.829353491495441686e-01
1.830935077693228996e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.830955026917399531e-01
1.822355254922011503e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.832549075639446245e-01
1.813774044347992720e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.834135636447645101e-01
1.805191452506137995e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.835714708133760364e-01
1.796607485932464332e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.837286289495260627e-01
1.788022151164035400e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.838850379335317697e-01
1.779435454738957645e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.840406976462811039e-01
1.770847403196373626e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.841956079692322223e-01
1.762258003076458135e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.843497687844142696e-01
1.753667260920412918e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.845031799744269341e-01
1.745075183270462238e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.846558414224412248e-01
1.736481776669846488e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.848077530121984724e-01
1.727887047662819142e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.849589146280116614e-01
1.719291002794639811e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.851093261547644309e-01
1.710693648611570639e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.852589874779119627e-01
1.702094991660871026e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.854078984834806487e-01
1.693495038490792359e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.855560590580683122e-01
1.684893795650572734e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.857034690888442086e-01
1.676291269690433072e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.858501284635491357e-01
1.667687467161570736e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.859960370704956567e-01
1.659082394616155920e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.861411947985679882e-01
1.650476058607325824e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.862856015372222229e-01
1.641868465689179379e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.864292571764863293e-01
1.633259622416773083e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.865721616069602629e-01
1.624649535346115725e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.867143147198161879e-01
1.616038211034163119e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.868557164067982557e-01
1.607425656038813377e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.869963665602229375e-01
1.598811876918901642e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.871362650729789134e-01
1.590196880234195365e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.872754118385276279e-01
1.581580672545389588e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.874138067509025118e-01
1.572963260414101117e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.875514497047099827e-01
1.564344650402864079e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.876883405951288886e-01
1.555724849075124927e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.878244793179109529e-01
1.547103862995237722e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.879598657693804409e-01
1.538481698728457747e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.880944998464347151e-01
1.529858362840938457e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.882283814465442351e-01
1.521233861899725370e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.883615104677521135e-01
1.512608202472751073e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.884938868086750041e-01
1.503981391128830503e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.886255103685024359e-01
1.495353434437655671e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.887563810469973680e-01
1.486724338969790948e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.888864987444961896e-01
1.478094111296667790e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.890158633619083872e-01
1.469462757990580015e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.891444748007174326e-01
1.460830285624678815e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.892723329629800055e-01
1.452196700772967475e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.893994377513265492e-01
1.443562010010296104e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.895257890689612701e-01
1.434926219912357748e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.896513868196620267e-01
1.426289337055681727e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.897762309077807741e-01
1.417651368017630586e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.899003212382433414e-01
1.409012319376392874e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.900236577165495433e-01
1.400372197710980648e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.901462402487731795e-01
1.391731009601221980e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.902680687415623684e-01
1.383088761627757624e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.903891431021394354e-01
1.374445460372035466e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.905094632383009134e-01
1.365801112416305252e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.906290290584178759e-01
1.357155724343613867e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.907478404714358255e-01
1.348509302737800619e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.908658973868744724e-01
1.339861854183491685e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.909831997148285110e-01
1.331213385266095395e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.910997473659670653e-01
1.322563902571796957e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.912155402515341329e-01
1.313913412687553461e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.913305782833481405e-01
1.305261922201089719e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.914448613738028326e-01
1.296609437700891598e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.915583894358666051e-01
1.287955965776202694e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.916711623830829492e-01
1.279301513017018499e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.917831801295703409e-01
1.270646086014080856e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.918944425900222406e-01
1.261989691358874344e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.920049496797076483e-01
1.253332335643619622e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.921147013144705484e-01
1.244674025461270234e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.922236974107302432e-01
1.236014767405505532e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.923319378854814632e-01
1.227354568070727486e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.924394226562944787e-01
1.218693434052054575e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.925461516413148777e-01
1.210031371945316930e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.926521247592640096e-01
1.201368388347051896e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.927573419294385415e-01
1.192704489854498201e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.928618030717111242e-01
1.184039683065591514e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.929655081065300593e-01
1.175373974578959174e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.930684569549194096e-01
1.166707370993914916e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.931706495384792222e-01
1.158039878910454706e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.932720857793853053e-01
1.149371504929250637e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.933727656003896733e-01
1.140702255651646485e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.934726889248201021e-01
1.132032137679652856e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.935718556765807952e-01
1.123361157615941769e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.936702657801519400e-01
1.114689322063841664e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.937679191605898188e-01
1.106016637627332405e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.938648157435272523e-01
1.097343110911040698e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.939609554551731563e-01
1.088668748520234403e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.940563382223132072e-01
1.079993557060817816e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.941509639723089542e-01
1.071317543139326534e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.942448326330990405e-01
1.062640713362922595e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.943379441331983148e-01
1.053963074339389350e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.944302984016982760e-01
1.045284632677126319e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.945218953682670726e-01
1.036605394985144618e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.946127349631498360e-01
1.027925367873060991e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.947028171171681254e-01
1.019244557951093783e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.947921417617203721e-01
1.010562971830057527e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.948807088287822120e-01
1.001880616121357537e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.949685182509057091e-01
9.931974974369853215e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.950555699612203542e-01
9.845136223895137317e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.951418638934323990e-01
9.758289975920911297e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.952273999818253003e-01
9.671436296584372261e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.953121781612596086e-01
9.584575252028375292e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.953961983671730795e-01
9.497706908401383485e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.954794605355805626e-01
9.410831331857419380e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.955619646030743342e-01
9.323948588556014994e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.956437105068239868e-01
9.237058744662157705e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.957246981845765399e-01
9.150161866346244455e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.958049275746562179e-01
9.063258019784026231e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.958843986159648942e-01
8.976347271156565055e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.959631112479818693e-01
8.889429686650174300e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.960410654107642037e-01
8.802505332456378451e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.961182610449462738e-01
8.715574274771852037e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.961946980917402161e-01
8.628636579798378003e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.962703764929360384e-01
8.541692313742793585e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.963452961909012862e-01
8.454741542816937572e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.964194571285812652e-01
8.367784333237607286e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.964928592494992632e-01
8.280820751226498910e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.965655024977563281e-01
8.193850863010163077e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.966373868180316009e-01
8.106874734819952133e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.967085121555818716e-01
8.019892432891974343e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.967788784562422455e-01
7.932904023467032828e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.968484856664256988e-01
7.845909572790588093e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.969173337331231899e-01
7.758909147112696969e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.969854226039039924e-01
7.671902812687969586e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.970527522269155840e-01
7.584890635775512480e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.971193225508833136e-01
7.497872682638886954e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.971851335251111781e-01
7.410849019546046634e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.972501850994811567e-01
7.323819712769297219e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.973144772244536549e-01
7.236784828585242357e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.973780098510673930e-01
7.149744433274732303e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.974407829309395179e-01
7.062698593122813950e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.975027964162657135e-01
6.975647374418680879e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.975640502598199788e-01
6.888590843455624779e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.976245444149547392e-01
6.801529066530979939e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.976842788356010683e-01
6.714462109946076063e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.977432534762686878e-01
6.627390040006188310e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.978014682920458567e-01
6.540312923020487335e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.978589232385994823e-01
6.453230825301983775e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.979156182721750090e-01
6.366143813167483845e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.979715533495967517e-01
6.279051952937535208e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.980267284282676732e-01
6.191955310936379103e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.980811434661696069e-01
6.104853953491896218e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.981347984218631453e-01
6.017747946935560199e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.981876932544877512e-01
5.930637357602382836e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.982398279237615357e-01
5.843522251830868958e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.982912023899819243e-01
5.756402695962960225e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.983418166140247685e-01
5.669278756343988646e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.983916705573452344e-01
5.582150499322623832e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.984407641819774692e-01
5.495017991250823741e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.984890974505344907e-01
5.407881298483784016e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.985366703262084087e-01
5.320740487379886641e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.985834827727703145e-01
5.233595624300649979e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.986295347545706136e-01
5.146446775610677427e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.986748262365386930e-01
5.059294007677609534e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.987193571841830320e-01
4.972137386872069187e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.987631275635914241e-01
4.884976979567615119e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.988061373414309774e-01
4.797812852140689865e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.988483864849476701e-01
4.710645070970566339e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.988898749619670170e-01
4.623473702439303418e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.989306027408937361e-01
4.536298812931689739e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.989705697907118598e-01
4.449120468835195824e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.990097760809847349e-01
4.361938736539923422e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.990482215818550227e-01
4.274753682438553470e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.990859062640448096e-01
4.187565372926297519e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.991228300988557187e-01
4.100373874400846386e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.991589930581684653e-01
4.013179253262318807e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.991943951144434122e-01
3.925981575913212174e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.992290362407204585e-01
3.838780908758351179e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.992629164106187067e-01
3.751577318204836475e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.992960355983371290e-01
3.664370870661996099e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.993283937786539006e-01
3.577161632541333430e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.993599909269269554e-01
3.489949670256476538e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.993908270190935417e-01
3.402735050223129609e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.994209020316706660e-01
3.315517838859018823e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.994502159417549825e-01
3.228298102583845169e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.994787687270226817e-01
3.141075907819231711e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.995065603657294906e-01
3.053851320988673623e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.995335908367110056e-01
2.966624408517488931e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.995598601193821375e-01
2.879395236832765770e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.995853681937378887e-01
2.792163872363312427e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.996101150403525759e-01
2.704930381539608422e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.996341006403804963e-01
2.617694830793751079e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.996573249755555945e-01
2.530457286559407298e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.996797880281914628e-01
2.443217815271762211e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.997014897811815626e-01
2.355976483367467830e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.997224302179990030e-01
2.268733357284593785e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.997426093226968735e-01
2.181488503462575626e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.997620270799076891e-01
2.094241988342164865e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.997806834748441673e-01
2.006993878365378320e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.997985784932985620e-01
1.919744239975446770e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.998157121216429966e-01
1.832493139616765340e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.998320843468295749e-01
1.745240643734842501e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.998476951563901594e-01
1.657986818776249760e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.998625445384362598e-01
1.570731731188569971e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.998766324816595885e-01
1.483475447420348238e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.998899589753315054e-01
